CAND_LAST_NAME,CAND_VOTE,CMTE_ID,AMNDT_IND,RPT_TP,TRANSACTION_PGI,IMAGE_NUM,TRANSACTION_TP,ENTITY_TP,NAME,CITY,STATE,ZIP_CODE,EMPLOYER,OCCUPATION,TRANSACTION_DT,TRANSACTION_AMT,OTHER_ID,CAND_ID,TRAN_ID,FILE_NUM,MEMO_CD,MEMO_TEXT,SUB_ID,YEAR,CMTE_NM,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST_p,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC,CAND_ST1,CAND_ST2,CAND_CITY,CAND_ST,CAND_ZIP,YEAR_END,PAC
BURR,nay,C00197228,N,M4,P2010,28990854461.0,24K,CCM,RICHARD BURR COMMITTEE,WINSTON-SALEM,NC,27113.0,,,3062008.0,1000.0,C00385526,S4NC00089,08129-8182947039604,334345.0,,,4.050120081088696e+18,2007-2008,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","BURR, RICHARD M",REP,2016.0,NC,S,0.0,I,C,C00385526,POST OFFICE BOX 5928,,WINSTON-SALEM,NC,271135928.0,2008.0,Elevance
BURR,nay,C00274431,A,YE,P,98032650240.0,24K,,BURR FOR CONGRESS COMMITTEE,WINSTON-SALEM,NC,27113.0,,,10231997.0,500.0,C00256115,H2NC05074,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.0620201100113336e+18,1997-1998,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BURR, RICHARD M",REP,2000.0,NC,H,5.0,I,C,C00256115,2634 FOREST DRIVE,,WINSTON-SALEM,NC,27104.0,1998.0,United Health
BURR,nay,C00274431,A,Q3,G,98033721622.0,24K,,BURR FOR CONGRESS COMMITTEE,WINSTON-SALEM,NC,27113.0,,,9141998.0,500.0,C00256115,H2NC05074,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.06202011001131e+18,1997-1998,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BURR, RICHARD M",REP,2000.0,NC,H,5.0,I,C,C00256115,2634 FOREST DRIVE,,WINSTON-SALEM,NC,27104.0,1998.0,United Health
BURR,nay,C00274431,N,YE,P,22990099893.0,24K,,Richard Burr Committee,Winston-Salem,NC,27113.0,,,10232001.0,1000.0,C00256115,H2NC05074,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.0620201100103096e+18,2001-2002,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BURR, RICHARD M",REP,2000.0,NC,H,5.0,I,C,C00256115,2634 FOREST DRIVE,,WINSTON-SALEM,NC,27104.0,2002.0,United Health
BURR,nay,C00274431,N,Q1,P,22990638998.0,24K,,Richard Burr Committee,Winston-Salem,NC,27113.0,,,2042002.0,1000.0,C00256115,H2NC05074,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.062020110010413e+18,2001-2002,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"BURR, RICHARD M",REP,2000.0,NC,H,5.0,I,C,C00256115,2634 FOREST DRIVE,,WINSTON-SALEM,NC,27104.0,2002.0,United Health
BURR,nay,C00271007,N,YE,P2022,2.021012994140361e+17,24K,CCM,THE RICHARD BURR COMMITTEE,WINSTON SALEM,NC,27113.0,,,12142020.0,5000.0,C00385526,S4NC00089,BF612A7DFD229C04C12,1493887.0,,,4.0202202121402716e+18,2019-2020,HUMANA INC. POLITICAL ACTION COMMITTEE,"BURR, RICHARD M",REP,2016.0,NC,S,0.0,I,C,C00385526,POST OFFICE BOX 5928,,WINSTON-SALEM,NC,271135928.0,2020.0,Humana
CAPITO,nay,C00197228,N,M6,P2026,2.0230620958223302e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,5032023.0,2500.0,C00539825,S4WV00159,23A469DE9E999F0E554,1708080.0,,,4.0620202317507354e+18,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2024.0,Elevance
CAPITO,nay,C00197228,N,M8,P2026,2.0230818959661888e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,7022023.0,-2500.0,C00539825,S4WV00159,A489DA2D8037F6CED36,1722613.0,,,4.081820231799824e+18,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2024.0,Elevance
CAPITO,nay,C00197228,N,M8,P2026,2.0230818959661888e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,7202023.0,2500.0,C00539825,S4WV00159,BE02535ADCF82B8720D,1722613.0,,,4.081820231799824e+18,2023-2024,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2024.0,Elevance
CAPITO,nay,C00397851,N,M3,P2026,2.024031596224258e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,2152024.0,2500.0,C00539825,S4WV00159,B865947,1763749.0,,,4.0315202418851077e+18,2023-2024,CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),"CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2024.0,Centene
CAPITO,nay,C00271007,N,M4,P,13961657193.0,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,3182013.0,2500.0,C00539825,S4WV00159,C3FB2FE56FE0E42979F,867541.0,,,4.041820131187498e+18,2013-2014,HUMANA INC. POLITICAL ACTION COMMITTEE,"CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2014.0,Humana
CAPITO,nay,C00274431,N,M7,P,13941162096.0,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,6272013.0,2500.0,C00539825,S4WV00159,36195584,879800.0,,CONTRIBUTION,4.073020131194692e+18,2013-2014,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2014.0,United Health
CAPITO,nay,C00274431,N,M8,G,14970659578.0,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,7242014.0,2500.0,C00539825,S4WV00159,37371277,946534.0,,CONTRIBUTION,4.082520141221221e+18,2013-2014,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2014.0,United Health
CAPITO,nay,C00397851,N,M8,G,14950054174.0,24K,CCM,CAPITO FOR WEST VIRGINIA,WASHINGTON,DC,20003.0,,,7152014.0,1000.0,C00539825,S4WV00159,B507145,946582.0,,,4.0826201412212936e+18,2013-2014,CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),"CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2014.0,Centene
CAPITO,nay,C00197228,N,M10,G,14978435973.0,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,9252014.0,5000.0,C00539825,S4WV00159,79027BE28147436C8F1,960431.0,,,4.1105201412267197e+18,2013-2014,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2014.0,Elevance
CAPITO,nay,C00197228,N,M3,P,14960510463.0,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,2192014.0,2500.0,C00539825,S4WV00159,72ED6C9F76E662187D6,912586.0,,,4.0410201412117724e+18,2013-2014,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2014.0,Elevance
CAPITO,nay,C00271007,N,30G,G,10931869144.0,24K,CCM,SHELLEY MOORE CAPITO FOR CONGRESS,CHARLESTON,WV,25339.0,,,10272010.0,1000.0,C00347849,H0WV02138,D0D1EF02B5EB3B68031,518949.0,,,4.0125201111342234e+18,2009-2010,HUMANA INC. POLITICAL ACTION COMMITTEE,"CAPITO, SHELLEY MOORE",REP,2000.0,WV,H,2.0,O,C,C00347849,2 COMSTOCK PLACE,,CHARLESTON,WV,25314.0,2010.0,Humana
CAPITO,nay,C00271007,N,M5,P2012,12971218199.0,24K,CCM,SHELLEY MOORE CAPITO FOR CONGRESS,CHARLESTON,WV,25339.0,,,4232012.0,1000.0,C00347849,H0WV02138,010C64667E3C6386F60,784202.0,,,4.0605201211566674e+18,2011-2012,HUMANA INC. POLITICAL ACTION COMMITTEE,"CAPITO, SHELLEY MOORE",REP,2000.0,WV,H,2.0,O,C,C00347849,2 COMSTOCK PLACE,,CHARLESTON,WV,25314.0,2012.0,Humana
CAPITO,nay,C00274431,N,Q3,G,22992057805.0,24K,,Capito For Congress,Charleston,WV,25339.0,,,9132002.0,1000.0,C00347849,H0WV02138,,53628.0,,CONTRIBUTION MADE TO NON-AFFILIATED,3.0620201100102707e+18,2001-2002,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CAPITO, SHELLEY MOORE",REP,2000.0,WV,H,2.0,O,C,C00347849,2 COMSTOCK PLACE,,CHARLESTON,WV,25314.0,2002.0,United Health
CAPITO,nay,C00274431,N,M5,P2020,2.01905209149765e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,4182019.0,2000.0,C00539825,S4WV00159,43346694,1331830.0,X,CONTRIBUTION RE-DESIGNATED FUNDS FOR TRANS. DATED 2/25/2019,4.05212019165715e+18,2019-2020,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2020.0,United Health
CAPITO,nay,C00197228,N,M7,G2020,2.020071492445612e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,6242020.0,1000.0,C00539825,S4WV00159,90251FD1B6229EB8051,1420988.0,,,4.071520201790826e+18,2019-2020,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2020.0,Elevance
CAPITO,nay,C00274431,N,M7,G2020,2.020072092504162e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,6162020.0,5000.0,C00539825,S4WV00159,44856205,1426485.0,,CONTRIBUTION,4.0722202017941284e+18,2019-2020,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2020.0,United Health
CAPITO,nay,C00197228,N,M9,G2020,2.0200916926720806e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,8212020.0,1000.0,C00539825,S4WV00159,BAECEB68B75BFFDD01A,1438179.0,,,4.0917202018489057e+18,2019-2020,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2020.0,Elevance
CAPITO,nay,C00197228,N,M8,G2020,2.020081492613078e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,7152020.0,1000.0,C00539825,S4WV00159,27C24C2D9C5054BE953,1432300.0,,,4.082620201830381e+18,2019-2020,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2020.0,Elevance
CAPITO,nay,C00197228,N,M10,G2020,2.020101492858364e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,9302020.0,2000.0,C00539825,S4WV00159,2CBFBDC9295D75E29E3,1448226.0,,,4.102220201882735e+18,2019-2020,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2020.0,Elevance
CAPITO,nay,C00397851,N,12G,G2020,2.0201022933268464e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,ALEXANDRIA,WV,22314.0,,,10082020.0,2500.0,C00539825,S4WV00159,B777402,1461533.0,,,4.1203202019634033e+18,2019-2020,CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),"CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2020.0,Centene
CAPITO,nay,C00271007,N,30G,G2020,2.0201202933743232e+17,24K,CCM,CAPITO FOR WEST VIRGINIA,CHARLESTON,WV,25339.0,,,10282020.0,2500.0,C00539825,S4WV00159,309C4EEF31B9F28CD81,1476526.0,,,4.121820201977592e+18,2019-2020,HUMANA INC. POLITICAL ACTION COMMITTEE,"CAPITO, SHELLEY MOORE",REP,2014.0,WV,S,0.0,O,C,C00539825,2 COMSTOCK PL,,CHARLESTON,WV,25314.0,2020.0,Humana
CARDIN,yea,C00384818,N,M7,P2018,2.017071390666185e+17,24K,CCM,"BEN CARDIN FOR SENATE, INC.",CATONSVILLE,MD,21228.0,,,6292017.0,1000.0,C00411587,S6MD03177,1C0597A31B5FE2F26DC,1170316.0,,,4.0713201714188365e+18,2017-2018,CVS HEALTH PAC,"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2018.0,CVS Aetna
CARDIN,yea,C00199711,N,MY,P2018,2.0170731906991296e+17,24K,CCM,"BEN CARDIN FOR SENATE, INC.",CATONSVILLE,MD,21228.0,,,6192017.0,2500.0,C00411587,S6MD03177,E7860896BE15DE745B3,1177185.0,,,4.080720171442796e+18,2017-2018,HEALTH CARE SERVICE CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2018.0,HCSC
CARDIN,yea,C00384818,N,M12,P2018,2.01712209089343e+17,24K,CCM,"BEN CARDIN FOR SENATE, INC.",CATONSVILLE,MD,21228.0,,,11082017.0,1000.0,C00411587,S6MD03177,007C940B2F011E70F23,1194988.0,,,4.122020171489232e+18,2017-2018,CVS HEALTH PAC,"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2018.0,CVS Aetna
CARDIN,yea,C00384818,N,M9,G2018,2.0180920912208243e+17,24K,CCM,"BEN CARDIN FOR SENATE, INC.",CATONSVILLE,MD,21228.0,,,8272018.0,2500.0,C00411587,S6MD03177,739874A3572BDAE618B,1263026.0,,,4.0921201815920374e+18,2017-2018,CVS HEALTH PAC,"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2018.0,CVS Aetna
CARDIN,yea,C00197228,N,12G,G2018,2.018102491308327e+17,24K,CCM,"BEN CARDIN FOR SENATE, INC.",CATONSVILLE,MD,21228.0,,,10102018.0,1000.0,C00411587,S6MD03177,DD382C95A8EC7A8E6DD,1279942.0,,,4.111920181618138e+18,2017-2018,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2018.0,Elevance
CARDIN,yea,C00274431,N,MY,P,99034614576.0,24K,,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21202.0,,,4051999.0,1000.0,C00199836,H6MD03177,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.062020110009988e+18,1999-2000,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2000.0,United Health
CARDIN,yea,C00274431,A,Q1,G,20035410980.0,24K,,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21202.0,,,3212000.0,1000.0,C00199836,H6MD03177,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.062020110010245e+18,1999-2000,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2000.0,United Health
CARDIN,yea,C00274431,N,MY,P,25970818147.0,24K,CCM,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21212.0,,,4292005.0,2000.0,C00199836,H6MD03177,21532942,182599.0,,RE-ELECTION TO US HOUSE OF REPS,4.0803200510605716e+18,2005-2006,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2006.0,United Health
CARDIN,yea,C00271007,A,M5,P,25970299472.0,24K,CCM,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21202.0,,,4152005.0,1000.0,C00199836,H6MD03177,3144760504155665792,176371.0,,,4.061520051058289e+18,2005-2006,HUMANA INC. POLITICAL ACTION COMMITTEE,"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2006.0,Humana
CARDIN,yea,C00384818,N,M5,P,25990643394.0,24K,CCM,BEN CARDIN FOR CONGRESS (D-MD),WASHINGTON,DC,20003.0,,,4152005.0,1000.0,C00199836,H6MD03177,50502.E247,173079.0,,,4.0503200510571064e+18,2005-2006,CVS HEALTH PAC,"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2006.0,CVS Aetna
CARDIN,yea,C00274431,N,Q2,P,26940239581.0,24K,CCM,BEN CARDIN FOR SENATE,BALTIMORE,MD,21209.0,,,5102006.0,1000.0,C00411587,S6MD03177,23986371,226995.0,,ELECTION TO US SENATE,4.0727200610676173e+18,2005-2006,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2006.0,United Health
CARDIN,yea,C00274431,N,Q2,G,26940239581.0,24K,CCM,BEN CARDIN FOR SENATE,BALTIMORE,MD,21209.0,,,5102006.0,1000.0,C00411587,S6MD03177,23986375,226995.0,,ELECTION TO US SENATE,4.0727200610676173e+18,2005-2006,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2006.0,United Health
CARDIN,yea,C00384818,N,12G,G,26950667255.0,24K,CCM,BEN CARDIN FOR SENATE (D-MD),WASHINGTON,DC,20009.0,,,10182006.0,3000.0,C00411587,S6MD03177,61023.E801,248677.0,,MD-US SENATE,4.1106200610718495e+18,2005-2006,CVS HEALTH PAC,"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2006.0,CVS Aetna
CARDIN,yea,C00274431,N,12G,G,26930510706.0,24K,CCM,BEN CARDIN FOR SENATE,BALTIMORE,MD,21209.0,,,10092006.0,1500.0,C00411587,S6MD03177,24725776,250241.0,,ELECTION TO US SENATE,4.111320061072008e+18,2005-2006,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2006.0,United Health
CARDIN,yea,C00274431,N,MY,P,23991459296.0,24K,CAN,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21212.0,,,3232003.0,1000.0,C00199836,H6MD03177,14051085,91067.0,,,4.072220031033783e+18,2003-2004,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2004.0,United Health
CARDIN,yea,C00274431,N,YE,P,24990238849.0,24K,CCM,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21212.0,,,10272003.0,500.0,C00199836,H6MD03177,17262561,105667.0,,,4.0201200410352056e+18,2003-2004,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2004.0,United Health
CARDIN,yea,C00271007,N,M5,G,24961353987.0,24K,CCM,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21202.0,,,4272004.0,1000.0,C00199836,H6MD03177,0291270404295552919,120405.0,,,4.052020041038675e+18,2003-2004,HUMANA INC. POLITICAL ACTION COMMITTEE,"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2004.0,Humana
CARDIN,yea,C00197228,N,M6,G,24961562701.0,24K,CCM,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21208.0,,,5262004.0,1000.0,C00199836,H6MD03177,18447769,122426.0,,,4.0614200410393247e+18,2003-2004,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2004.0,Elevance
CARDIN,yea,C00274431,N,Q2,G,24961764139.0,24K,CCM,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21212.0,,,4292004.0,2500.0,C00199836,H6MD03177,18322707,125516.0,,,4.0715200410401843e+18,2003-2004,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2004.0,United Health
CARDIN,yea,C00384818,N,YE,P2012,28930121805.0,24K,CCM,BEN CARDIN FOR SENATE,WASHINGTON,DC,20009.0,,,12112007.0,2000.0,C00411587,S6MD03177,80115.E1084,317523.0,,MD US SENATE,4.0213200810847334e+18,2007-2008,CVS HEALTH PAC,"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2008.0,CVS Aetna
CARDIN,yea,C00271007,A,M7,G,94039064589.0,24K,,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21201.0,,,6201994.0,250.0,C00199836,H6MD03177,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.0620201100123914e+18,1993-1994,HUMANA INC. POLITICAL ACTION COMMITTEE,"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,1994.0,Humana
CARDIN,yea,C00274431,N,M7,P2024,2.022072095223394e+17,24K,CCM,BEN CARDIN FOR SENATE,CATONSVILLE,MD,21228.0,,,6242022.0,2500.0,C00411587,S6MD03177,47725155,1617994.0,,CONTRIBUTION,4.072920221553582e+18,2021-2022,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,S,0.0,C,N,,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2022.0,United Health
CARDIN,yea,C00197228,A,12G,G,98033803583.0,24K,,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21202.0,,,10141998.0,1000.0,C00199836,H6MD03177,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.0620201100098775e+18,1997-1998,"ELEVANCE HEALTH, INC. POLITICAL ACTION COMMITTEE (ELEVANCE HEALTH PAC)","CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,1998.0,Elevance
CARDIN,yea,C00274431,A,12G,G,98033833657.0,24K,,BEN CARDIN FOR CONGRESS,BALTIMORE,MD,21202.0,,,10091998.0,500.0,C00199836,H6MD03177,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.0620201100112435e+18,1997-1998,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,1998.0,United Health
CARDIN,yea,C00274431,N,MY,P,21990258020.0,24K,,Ben Cardin for Congress,Baltimore,MD,21212.0,,,6042001.0,1000.0,C00199836,H6MD03177,,,,CONTRIBUTION MADE TO NON-AFFILIATED,3.062020110010336e+18,2001-2002,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),"CARDIN, BENJAMIN L",DEM,2000.0,MD,H,3.0,I,C,C00199836,9 WHITEBRIDGE COURT,,BALTIMORE,MD,21208.0,2002.0,United Health
